"Petro Kindratovych Korol","URS","M"
"Nikolay Pavlovich Korolkov","URS","M"
"Yevgeny Viktorovich Korolkov","URS","M"
"Mariya Viktorovna Korolyova","RUS","F"
"Margit Korondi ","HUN","F"
"Nataliya Sergeyevna Korostelyova ","RUS","F"
"Yevgeny Yevgenyevich Korotyshkin","RUS","M"
"Aleksey Igorevich Korovashkov","RUS","M"
"Lauri Korpikoski","FIN","M"
"Gennady Yegorovich Korshikov","URS","M"
"Tatyana Vasilyevna Korshunova","URS","F"
"Lisbeth Korsmo-Berg","NOR","F"
"Ilona Kalyuvna Korstin","RUS","F"
"Jorma Aksel Kortelainen","FIN","M"
"Dirk Korthals","FRG","M"
"Vclav Korunka","TCH","M"
"Heinrich Theodor 'Heinz' Krvers","GER","M"
"Sergey Vladimirovich Koryazhkin","URS","M"
"Svetlana Vadimovna Korytova","URS","F"
"Svetlana Vadimovna Korytova","EUN","F"
"Robert Marek Korzeniowski","POL","M"
"Gusman Sittykovich Kosanov","URS","M"
"Aleksandr Borisovich Kosaryev","RUS","M"
"Mladen Koak","YUG","M"
"Erich Koschik","GER","M"
"Horst Koschka","GDR","M"
"Czesawa Helena Kociaska-Szczepiska","POL","F"
"Toshiaki Kosedo","JPN","M"
"Krzysztof Kazimierz Kosedowski","POL","M"
"Leszek Marian Kosedowski","POL","M"
"Shiori Koseki","JPN","F"
"Aleksandr Mikhaylovich Kosenkov","URS","M"
"Reuben Seroney Kosgei","KEN","M"
"Antonina Vladimirovna Koshel","URS","F"
"Marina Vladimirovna Koshevaya","URS","F"
"Tadanori Koshino","JPN","M"
"Aleksandr Nikolayevich Koshkin","URS","M"
"Oleh Yuriyovych Kosiak","UKR","M"
"Viktor Ivanovich Kosichkin","URS","M"
"Vladimir Ivanovich Kosinsky","URS","M"
"Jure Koir","SLO","M"
"an Koir","SLO","M"
"Harri Matias Koskela","FIN","M"
"Lauri Koskela","FIN","M"
"Kaarlo Anton Koskelo ","FIN","M"
"Fredrik Teodor Koskenniemi","FIN","M"
"Ilkka Rikhard Koski","FIN","M"
"Markku Olavi Koski","FIN","M"
"Dennis Marwin Koslowski","USA","M"
"Johann Olav Koss","NOR","M"
"Alipi Kostadinov","TCH","M"
"Georgi Kostadinov","BUL","M"
"Stefka Georgieva Kostadinova ","BUL","F"
"Sergey Vladimirovich Kostarev","EUN","M"
"Guram Kostava","URS","M"
"Klaus Kste","GER","M"
"Klaus Kste","GDR","M"
"John Paul Kostecki","USA","M"
"David Kosteleck","CZE","M"
"Ivica Kosteli","CRO","M"
"Janica Kosteli","CRO","F"
"Annabel Kosten","NED","F"
"Barbara 'Brbel' Kster ","GDR","F"
"Olena Dmytrivna Kostevych","UKR","F"
"Borivoje 'Bora' Kosti","YUG","M"
"Hubert Jerzy Kostka","POL","M"
"Carolina Kostner","ITA","F"
"Isolde Kostner ","ITA","F"
"Aleksandr Viktorovich Kostoglod","RUS","M"
"Roman Sergeyevich Kostomarov","RUS","M"
"Dimo Kostov Stratiev","BUL","M"
"Ute Kostrzewa ","GDR","F"
"Roland Kostulski","GDR","M"
"Aleksey Veniaminovich Kostygov","RUS","M"
"Grigory Georgiyevich Kosykh","URS","M"
"Zoltn Ksz","HUN","M"
"Gyrgy Kszegi","HUN","M"
"Natalia Kot ","POL","F"
"Masahiro Kotaka","JPN","M"
"Ale Kotalk","CZE","M"
"Mikako Kotani","JPN","F"
"Andriy Mykolaiovych Kotelnyk","UKR","M"
"Sergey Vladimirovich Kotenko","URS","M"
"Anatoly Alekseyevich Koteshev","URS","M"
"Karl Kther Sr.","GER","M"
"Rosemarie Kother-Gabriel","GDR","F"
"Wiradech Kothny","GER","M"
"Johannes Kotkas","URS","M"
"Olga Ivanovna Kotlyarova","RUS","F"
"Tatyana Vladimirovna Kotova","RUS","F"
"Grzegorz Leon Kotowicz","POL","M"
"Mark Steven Kotsay","USA","M"
"Sage Kotsenburg","USA","M"
"Gottfried 'Gpf' Kottmann","SUI","M"
"Dieter Kottysch","FRG","M"
"Ditte Kotzian","GER","F"
"Drahomr Koudelka","TCH","M"
"Martin Koukal","CZE","M"
"Jan Koutn","TCH","M"
"Charles Kouyos","FRA","M"
"Slobodan Kova","SCG","M"
"Radomir Kovaevi","YUG","M"
"Nikola Dimitrov Kovachev","BUL","M"
"Zdravko-iro Kovai","YUG","M"
"gnes Kovcs","HUN","F"
"Antal Kovcs","HUN","M"
"Edit Kovcs","HUN","F"
"Ferenc Kovcs","HUN","M"
"Imre Kovcs","HUN","M"
"Istvn Kovcs","HUN","M"
"Ivn Kovcs","HUN","M"
"Joseph Mathias 'Joe' Kovacs","USA","M"
"Jzsef Kovcs","HUN","M"
"Katalin Kovcs","HUN","F"
"Pl dm Kovcs","HUN","M"
"Pter Kovcs","HUN","M"
"Tams Kovcs","HUN","M"
"Zoltn Kovcs","HUN","M"
"Annamria Kovcs-Tth","HUN","F"
"Aladr Kovcsi","HUN","M"
"Zoltn Kvg","HUN","M"
"Ilya Valeryevich Kovalchuk","RUS","M"
"Aleksandr Yuryevich Kovalenko","URS","M"
"Andrey Nikolayevich Kovalenko","EUN","M"
"Andrey Nikolayevich Kovalenko","RUS","M"
"Andriy Kovalenko","EUN","M"
"Serhiy Ivanovych Kovalenko","URS","M"
"Vitaly Aleksandrovich Kovalenko","URS","M"
"Ainrs Kovals","LAT","M"
"Aleksandr Vladimirovich Kovalyov","RUS","M"
"Aleksey Vyacheslavovich Kovalyov","EUN","M"
"Aleksey Vyacheslavovich Kovalyov","RUS","M"
"Nikolay Anatolyevich Kovalyov","RUS","M"
"Vladimir Nikolayevich Kovalyov","URS","M"
"Tauno Into Kovanen","FIN","M"
"Marie Kovov ","TCH","F"
"Csaba Kves","HUN","M"
"Mria Kvi-Zalai ","HUN","F"
"Vladimir Aleksandrovich Kovin","URS","M"
"Valentyna Ivanivna Kovpan","URS","F"
"Nikolay Petrovich Kovsh","URS","M"
"Yury Aleksandrovich Kovshov","URS","M"
"Frdric Michel Kowal","FRA","M"
"Kristina Ann 'Kristy' Kowal","USA","F"
"Jan Kowalczyk","POL","M"
"Justyna Kowalczyk","POL","F"
"Wojciech Kowalczyk","POL","M"
"Daniel Steven Kowalski","AUS","M"
"Manja Kowalski","GER","F"
"Kerstin Kowalski-El-Qalqili","GER","F"
"Adolf Koxeder","AUT","M"
"Tsutomu Koyama","JPN","M"
"Danuta Kozk","HUN","F"
"Vclav Kozk","TCH","M"
"Wadysaw Kozakiewicz","POL","M"
"Olha Ihorivna Kozakova","URS","F"
"Konstantinos Kozanitas","GRE","M"
"Klavdija Ignatyevna Koenkova ","URS","F"
"Anastasiya Mykolavna Kozhenkova","UKR","F"
"Aleksandr Viktorovich Kozhevnikov","URS","M"
"Yelizaveta Aleksandrovna Kozhevnikova","EUN","F"
"Yelizaveta Aleksandrovna Kozhevnikova","RUS","F"
"Marian Kozicki","POL","M"
"Lech Koziejowski","POL","M"
"Aleksandar Kozlina","YUG","M"
"Nikolay Nikolayevich Kozlov","EUN","M"
"Nikolay Nikolayevich Kozlov","RUS","M"
"Vladimir Yevgenyevich Kozlov","URS","M"
"Anna A. Kozlova","USA","F"
"Istvn Kozma","HUN","M"
"Mihly Kozma","HUN","M"
"Gyrgy Kozmann","HUN","M"
"Marek Jan Komiski","POL","M"
"Primo Kozmus","SLO","M"
"Stavroula 'Voula' Kozomboli","GRE","F"
"Valentyna Vasylivna Kozyr ","URS","F"
"Lyubov Vladimirovna Kozyreva ","URS","F"
"Lyubov Vladimirovna Kozyreva-Baranova ","URS","F"
"Szymon Piotr Koecki","POL","M"
"Krzysztof Marek Koomaski","POL","M"
"Vikt'or K'rat'asiuk'i","URS","M"
"Jacob 'Jaap' Kraaier","NED","M"
"Friedrich Hermann Heinrich 'Fritz' Kraatz","SUI","M"
"Jrn Krab","DEN","M"
"Preben Krab","DEN","M"
"Alvin Christian 'Al' Kraenzlein","USA","M"
"Karen Kraft ","USA","F"
"Annike Berit Krahn","GER","F"
"Rudolf 'Rudi' Kraj","CZE","M"
"Julia Krajewski","GER","F"
"Harald Krkenes","NOR","M"
"Torstein Krkenes","NOR","M"
"Steffi Krker ","GDR","F"
"Jarmila Krlkov","TCH","F"
"Frantiek Krlk","TCH","M"
"Ji Krlk","TCH","M"
"Boris Grigoryevich Kramarenko","URS","M"
"Edmond Kramer III","SUI","M"
"Josef Krmer","GER","M"
"Sven Kramer","NED","M"
"Robert Kranjec","SLO","M"
"Ivan Krapi","CRO","M"
"Gintaras Krapikas","LTU","M"
"Yevgeny Vitalyevich Krasilnikov","URS","M"
"Serhiy Oleksandrovych Krasiuk","URS","M"
"Jerzy Adam Kraska","POL","M"
"Natella Arkhipovna Krasnikova","URS","F"
"Luan Krasniqi","GER","M"
"Olesya Aleksandrovna Krasnomovets ","RUS","F"
"Aleksandr Gennadyevich Krasnov","URS","M"
"Vera Ivanovna Krasnova","URS","F"
"Ivan Krastev Turlakov","BUL","M"
"Jarmila Kratochvlov","TCH","F"
"Guido Kratschmer","FRG","M"
"Pontus Sebastian Kraupp","SWE","M"
"Alanna Kraus ","CAN","F"
"Angelika Kraus","FRG","F"
"Bernd Krau","GDR","M"
"Katharina Anna 'Kthe' Krau","GER","F"
"Marinus Kraus","GER","M"
"Michael Kraus","FRG","M"
"Peter Kraus","FRG","M"
"Barbara Krause ","GDR","F"
"Charles Krause","USA","M"
"Christiane Krause ","FRG","F"
"Dieter Krause","GER","M"
"Michael Krause","FRG","M"
"Roswitha Krause","GDR","F"
"Sigrun Krause ","GDR","F"
"Stefan Kraue","GDR","M"
"Stefan Kraue","GER","M"
"Silke Kraushaar ","GER","F"
"Laura Kraut ","USA","F"
"Virginia Kravarioti","GRE","F"
"Olena Vitalivna Kravatska","UKR","F"
"Andrey Sergeyevich Kravchenko","BLR","M"
"Valery Ivanovich Kravchenko","URS","M"
"Viktor Petrovich Kravchenko","URS","M"
"Igor Aleksandrovich Kravchuk","URS","M"
"Igor Aleksandrovich Kravchuk","EUN","M"
"Igor Aleksandrovich Kravchuk","RUS","M"
"Serhiy Volodymyrovych Kravchuk","EUN","M"
"Valentyn Ivanovych Kravchuk","URS","M"
"Inesa Mykolavna Kravets ","EUN","F"
"Inesa Mykolavna Kravets ","UKR","F"
"Igor Aleksandrovich Kravtsov","RUS","M"
"Vladimir Nikolayevich Kravtsov","URS","M"
"Aleksandar Kraychev","BUL","M"
"Tatyana Aleksandrovna Kraynova ","URS","F"
"Lenny Krayzelburg","USA","M"
"Carl Immanuel Krebs","DEN","M"
"Ernst Krebs","GER","M"
"Richard Krebs","GER","M"
"Adam Kreek","CAN","M"
"Galina Sergeyevna Kreft-Alekseyeva","URS","F"
"David Kreiner","AUT","M"
"Kathy Kreiner ","CAN","F"
"Marion Kreiner","AUT","F"
"Stefan Kreiner","AUT","M"
"Hans-Jrgen 'Hansi' Kreische","GDR","M"
"Jannick Green Krejberg","DEN","M"
"Josef Krejci","AUT","M"
"Jan Jozef Alfons Franciscus Krekels","NED","M"
"Joko Krekovi","CRO","M"
"Mitzi Patricia Kremer ","USA","F"
"Erich Krempel","GER","M"
"Valentin Krempl","GER","M"
"Peter Kremtz","GDR","M"
"Anton Krenn","AUT","M"
"Jindich Krepindl","TCH","M"
"Kelly Kretschman","USA","F"
"Peter Kretschmer","GER","M"
"Stefan Kretzschmar","GER","M"
"Waltraud Kretzschmar ","GDR","F"
"Karl Kreutzberg","GER","M"
"Hermann Kreuzer","GER","M"
"Oskar Kreuzer","GER","M"
"Vitold Anatolyevich Kreyer","URS","M"
"Jaroslav Kika","TCH","M"
"Lothar Michael Krieg","FRG","M"
"Steffi Kriegerstein","GER","F"
"Marianne Kriel","RSA","F"
"Anatoli Krikun","URS","M"
"Gril Kringen","NOR","F"
"Dimants Krijnis","URS","M"
"Dzintars Krijnis","URS","M"
"Hryhoriy Yakovych Kriss","URS","M"
"Hans Thor Juul Kristensen","DEN","M"
"Veronica Egebakken Kristiansen","NOR","F"
"Alexander Kristoff","NOR","M"
"Henrik Kristoffersen","NOR","M"
"Thorleif Asbjrn Kristoffersen","NOR","M"
"Trygve Sten Kristoffersen ","NOR","M"
"Rick Michael Krivda","USA","M"
"Svetlana Vladimirovna Krivelyova","EUN","F"
"Milorad Krivokapi","YUG","M"
"Sergey Vladimirovich Krivokrasov","RUS","M"
"Mikhail Petrovich Krivonosov","URS","M"
"Antonina Vladimirovna Krivoshapka","RUS","F"
"Yelena Anatolyevna Krivoshey","RUS","F"
"Olga Yuryevna Krivosheyeva","URS","F"
"Denis Ivanovich Krivoshlykov","RUS","M"
"Frank Josef Kriz","USA","M"
"Jnos Krizmanich ","HUN","M"
"Jiina Kov","TCH","F"
"David Matthew Dave Krmpotich","USA","M"
"Jozef Krn","SVK","M"
"Sara Krnji","SRB","F"
"Georg Philip Herzberg Krog","NOR","M"
"Magnus Krog","NOR","M"
"Andreas Jens Krogh","NOR","M"
"Ernst Edvard Krogius","FIN","M"
"Werner Herman Otto Krogmann","GER","M"
"Lyudmila Vasilyevna Krokhina","URS","F"
"Adam ukasz Krlikiewicz","POL","M"
"Sylvio Kroll","GDR","M"
"Ranomi Kromowidjojo","NED","F"
"Petra Kronberger","AUT","F"
"Annegret 'Anne' Kroniger ","FRG","F"
"Carl August Verner Kronlund","SWE","M"
"Andreas Kronthaler","AUT","M"
"Hans Niklas Kronwall","SWE","M"
"Stefan Ewert Herman Krook","SWE","M"
"Sari Kristiina Krooks ","FIN","F"
"Evert Gerrit Kroon","NED","M"
"Klaus Krppelien","GDR","M"
"Viktor Alekseyevich Krovopuskov","URS","M"
"Franz Krwerath","GER","M"
"Luk Krplek","CZE","M"
"Dobrosav Krsti","YUG","M"
"Dujam 'Duje' Krstulovi","YUG","M"
"Sinphet Kruaithong","THA","M"
"Barbara Krug","GDR","F"
"Heinrich Krug","GER","M"
"Herbert Krug","FRG","M"
"Frantz Kruger","RSA","M"
"Hannah Krger","GER","F"
"Hartmut Krger","GDR","M"
"Karl-Heinz Krger","GDR","M"
"Katrin Krger ","GDR","F"
"Luise Martha 'Lies' Krger","GER","F"
"Marcus Viktor Krger","SWE","M"
"Walter Krger","GER","M"
"Nikolay Nikolayevich Kruglov","RUS","M"
"Nikolay Konstantinovich Kruglov","URS","M"
"Larisa Nikolayevna Kruglova","RUS","F"
"Olena Yevhenivna Kruhlova ","URS","F"
"Jan Hidde Kruize","NED","M"
"Jan Hendrik 'Roepie' Kruize","NED","M"
"Reinhard 'Felix' Krull","FRG","M"
"Jnis Krmi","URS","M"
"James W. 'J. W.' Krumpholz","USA","M"
"Edvinas Krungolcas","LTU","M"
"Krystyna Krupa ","POL","F"
"Jens Kruppa","GER","M"
"Pamela Jean 'Pam' Kruse","USA","F"
"Albert Michael Krushel","USA","M"
"Vladimir Yevgenyevich Krutov","URS","M"
"Ninel Vasilyevna Krutova ","URS","F"
"Eszter Krutzler","HUN","F"
"Heino Kruus","URS","M"
"Kelly Marie Kryczka ","CAN","F"
"Oleksandr Volodymyrovych Krykun","UKR","M"
"Andrey Ivanovich Krylov","URS","M"
"Vladimir Valentinovich Krylov","URS","M"
"Yury Nikolayevich Krylov","URS","M"
"Anzhelika Alekseyevna Krylova","RUS","F"
"Lidiya Yevgenyevna Krylova","URS","F"
"Gennady Vladimirovich Krysin","URS","M"
"Gennady Vladimirovich Kryuchkin","URS","M"
"Mariya Yevgenyevna Kryuchkova","RUS","F"
"Nikita Valeryevich Kryukov","RUS","M"
"Nikolay Vyacheslavovich Kryukov","RUS","M"
"Vladimir Nikolayevich Kryukov","URS","M"
"Valeriy Mykhailovych Kryvov","URS","M"
"Elbieta Maria Krzesiska-Duska","POL","F"
"Adam Artur Krzesiski","POL","M"
"Ognjen Kri","CRO","M"
"Zdzisaw Ludwik Krzyszkowiak","POL","M"
"Magorzata Ksikiewicz ","POL","F"
"Eldar-Luk'a K'urt'anidze","GEO","M"
"Ku Bon-Chan","KOR","M"
"Ku Kuo-Chian","TPE","M"
"Lajos K","HUN","M"
"Filip Kuba","CZE","M"
"Ralph Kubail","FRG","M"
"Bohumil Kubt","TCH","M"
"Ryszard Kubiak","POL","M"
"Jna Kubikov-Posnerov","TCH","F"
"Pavel Kubina","CZE","M"
"Werner Kubitzki","GER","M"
"Masami Kubota","JPN","M"
"Frantiek Kuera","CZE","M"
"Matthew Gregory 'Matt' Kuchar","USA","M"
"Tomasz Bogusaw Kucharski","POL","M"
"Fritz Kuchen","SUI","M"
"Mladen Kuchev","BUL","M"
"Alfred Iosifovich Kuchevsky","URS","M"
"Nataliya Aleksandrovna Kuchinskaya ","URS","F"
"Zygfryd Kuchta","POL","M"
"John Henry 'Johnny' Kuck","USA","M"
"Jonathan Kuck","USA","M"
"Vasily Aleksandrovich Kudinov","EUN","M"
"Vasily Aleksandrovich Kudinov","RUS","M"
"Denis Maksymilian Kudla","GER","M"
"Akira Kudo","JPN","M"
"Nataliya Alekseyevna Kudreva","URS","F"
"Bohumil Kudrna","TCH","M"
"Aleksey Valentinovich Kudryavtsev","EUN","M"
"Yana Alekseyevna Kudryavtseva","RUS","F"
"Besik Serodinovich Kudukhov","RUS","M"
"Philip Thomas Kueber","CAN","M"
"Louis Edward 'Lou' Kuehn","USA","M"
"Andreas Kuffner","GER","M"
"Samuel Osei Kuffour","GHA","M"
"Frank X. Kugler","GER","M"
"Patrick Khl","GDR","M"
"William Harmon 'Bill' Kuhlemeier","USA","M"
"Anke Khn ","GER","F"
"Axel Khn","GER","M"
"Bodo Johannes Kuhn","FRG","M"
"Charles-Gustave Kuhn","SUI","M"
"Dieter Khn","GDR","M"
"Enrico Khn","GER","M"
"Friedrich 'Fritz' Kuhn","GER","M"
"Julius Khn","GER","M"
"Nelson Kuhn","CAN","M"
"Frank Khne","GDR","M"
"Rita Khne ","GDR","F"
"Erich Khnhackl","FRG","M"
"Irina Kuhnt ","GER","F"
"Wilhelm 'Willi' Kuhweide","GER","M"
"Wilhelm 'Willi' Kuhweide","FRG","M"
"Hendrikus Andreas 'Hennie' Kuiper","NED","M"
"Ellen Marchien Kuipers ","NED","F"
"Frederik Carel 'Frits' Kuipers","NED","M"
"Simon Petrus Kuipers","NED","M"
"Antti Sakari Kuisma","FIN","M"
"Virpi Katriina Kuitunen ","FIN","F"
"Lasse Juhani Kukkonen","FIN","M"
"Yolane Nicole Kukla","AUS","F"
"Galina Alekseyevna Kukleva","RUS","F"
"Toni Kuko","YUG","M"
"Toni Kuko","CRO","M"
"Nikolay Yulyevich Kuksenkov","RUS","M"
"Anatoliy Yakovych Kuksov","URS","M"
"Dainis Kla","URS","M"
"Aleksandr Viktorovich Kulagin","URS","M"
"Galina Alekseyevna Kulakova","URS","F"
"Boris Khadzhumarovich Kulayev","URS","M"
"Anita Kulcsr ","HUN","F"
"Gergely Kulcsr","HUN","M"
"Gyz Kulcsr","HUN","M"
"Krisztin Kulcsr","HUN","M"
"Jerzy Zdzisaw Kulej","POL","M"
"Irina Mikhaylovna Kulesha","BLR","F"
"Aleksey Vladimirovich Kuleshov","RUS","M"
"Oleg Mikhaylovich Kuleshov","RUS","M"
"Seweryn Roman Kulesza","POL","M"
"Jaroslav Kulhav","CZE","M"
"Tams Kulifai","HUN","M"
"Ilya Aleksandrovich Kulik","RUS","M"
"Vladislav Vladimirovich Kulikov","EUN","M"
"Vladislav Vladimirovich Kulikov","RUS","M"
"Yevgeny Nikolayevich Kulikov","URS","M"
"Georgijs Kuikovs","URS","M"
"Stanislav Vladimirovich Kulinchenko","RUS","M"
"Serhiy Volodymyrovych Kulish","UKR","M"
"Nikola Kuljaa","SCG","M"
"Ilmar Kullam","URS","M"
"Anders Boo Georg Kullberg","SWE","M"
"Ichiya Kumagae","JPN","M"
"Saki Kumagai","JPN","F"
"Samuel Ablade Kumah","GHA","M"
"Amir Chand Kumar","IND","M"
"Ashok Kumar","IND","M"
"Charanjit Kumar","IND","M"
"Sushil Kumar Solanki","IND","M"
"Vijay Kumar","IND","M"
"Astrid Kumbernuss","GER","F"
"Karl Torsten Kumfeldt","SWE","M"
"Mario Kummer","GDR","M"
"Patrizia Kummer","SUI","F"
"Marina Yevgenyevna Kumysh","URS","F"
"Szilrd Kun","HUN","M"
"Yury Aleksandrovich Kunakov","RUS","M"
"Semi Kunabuli Kunatani","FIJ","M"
"Sony Dwi Kuncoro","INA","M"
"Lszl Kuncz","HUN","M"
"Kornelia Kunisch ","GDR","F"
"Christopher 'Chris' Kunitz","CAN","M"
"Andreas Kunz","GDR","M"
"Ernst Knz","AUT","M"
"Florian Kunz","GER","M"
"Joachim Kunz","GDR","M"
"Hansjrg Kunze","GDR","M"
"Kahena Kunze","BRA","F"
"Rdiger Kunze","GDR","M"
"Claudia Knzel-Nystad","GER","F"
"Frantiek Kunzo","TCH","M"
"Kuo Hsing-Chun","TPE","F"
"Kuo Yi-Hang","TPE","F"
"Kuo Lee Chien-Fu","TPE","M"
"Mitchell William 'Mitch' Kupchak","USA","M"
"Ursula Kper ","GER","F"
"Courtney Anne Kupets ","USA","F"
"Otto Kpferling","GER","M"
"Hanka Kupfernagel ","GER","F"
"Anneliese Kppers ","GER","F"
"Ernst-Joachim Kppers","GER","M"
"Olga Vitalyevna Kuragina ","URS","F"
"Zaur Ismatulayevich Kuramagomedov","RUS","M"
"Koji Kuramoto","JPN","M"
"Tatyana Sergeyevna Kurbakova","RUS","F"
"Lothar Kurbjuweit","GDR","M"
"Vyacheslav Grigoryevich Kurennoy","URS","M"
"Viktor Grigoryevich Kurentsov","URS","M"
"Jan Krka","TCH","M"
"Larisa Nikolayevna Kurkina","RUS","F"
"Kateina Krkov-Emmons","CZE","F"
"Abraham Kurland","DEN","M"
"Robert Albert 'Bob' Kurland","USA","M"
"Aleksandr Nikolayevich Kurlovich","URS","M"
"Aleksandr Nikolayevich Kurlovich","EUN","M"
"Xaver Kurmann","SUI","M"
"Hiroki Kuroda","JPN","M"
"Akira Kuroiwa","JPN","M"
"Toshiyuki Kuroiwa","JPN","M"
"Takashi Kurosu","JPN","M"
"Wojciech Sawomir Kurpiewski","POL","M"
"Klaus-Dieter Kurrat","GDR","M"
"Jari Pekka Kurri","FIN","M"
"Harry Kurschat","GER","M"
"Anne Kindig Kursinski","USA","F"
"Andrea Kurth ","GDR","F"
"Rimas Kurtinaitis","URS","M"
"Rimas Kurtinaitis","LTU","M"
"Ivica 'Ivo' Kurtini","YUG","M"
"Amanda Maria Kurtovic","NOR","F"
"Frank Allen Kurtz","USA","M"
"Oliver Michael Kurtz","GER","M"
"Rasa Vasylivna Kurv'iakova","URS","F"
"Aleksandr Pavlovich Kurynov","URS","M"
"Kateryna Serhivna Kuryshko ","URS","F"
"Manfred Kurzer","GER","M"
"Kie Kusakabe","JPN","F"
"Walter Kusch","FRG","M"
"Kurt Kuschela","GER","M"
"Hans Kuschke","GER","M"
"Anton Sergeyevich Kushnir","BLR","M"
"Nataliya Grigoryevna Kushnir","URS","F"
"Serhiy Heorgiyovych Kushniriuk","URS","M"
"Kevin Kuske","GER","M"
"Kathryn Hallowell 'Kathy' Kusner","USA","F"
"Albert Eduard Kusnets","EST","M"
"Janusz Tadeusz Kusociski","POL","M"
"Marian Zygmunt 'Marek' Kuszewski","POL","M"
"Mateusz Kusznierewicz","POL","M"
"Gyrgy Kutasi ","HUN","M"
"Volodymyr Petrovych Kuts","URS","M"
"Marco Kutscher","GER","M"
"Hermann Kutschera","AUT","M"
"Oleg Nikolajewitsch Kutscherenko","EUN","M"
"Yury Mikhaylovich Kutsenko","URS","M"
"Heinz Ernst Kuttin","AUT","M"
"Nataliya Anatolyevna Kutuzova","RUS","F"
"Hugo Maksimilian 'Mart' Kuusik","RUS","M"
"Mika Juhani Kuusisto","FIN","M"
"Yasuyuki Kuwahara","JPN","M"
"Takao Kuwamoto","JPN","M"
"Dmitry Leonidovich Kuzelev","RUS","M"
"Olga Sergeyevna Kuzenkova","RUS","F"
"Olga Petrovna Kuzhela","RUS","F"
"Valentin Yegorovich Kuzin","URS","M"
"Vladimir Semyonovich Kuzin","URS","M"
"Marina Vyacheslavovna Kuzina","RUS","F"
"Svetlana Vladimirovna Kuzina","RUS","F"
"Viktor Grigoryevich Kuzkin","URS","M"
"Slobodan Kuzmanovski","YUG","M"
"Anastasia Vladimirovna Kuzmina ","SVK","F"
"Afanasijs Kuzmins","URS","M"
"Afanasijs Kuzmins","LAT","M"
"Aleksey Ivanovich Kuznetsov","URS","M"
"Andrey Ivanovich Kuznetsov","URS","M"
"Boris Georgiyevich Kuznetsov","URS","M"
"Boris Dmitriyevich Kuznetsov","URS","M"
"Lev Fyodorovich Kuznetsov","URS","M"
"Mikhail Nikolayevich Kuznetsov","RUS","M"
"Mikhail Nikolayevich Kuznetsov","URS","M"
"Nikolay Aleksandrovich Kuznetsov","RUS","M"
"Nikolay Alekseyevich Kuznetsov","URS","M"
"Nikolay Aleksandrovich Kuznetsov","URS","M"
"Pavel Viktorovich Kuznetsov","URS","M"
"Vasily Dmitriyevich Kuznetsov","URS","M"
"Viktor Aleksandrovich Kuznetsov","URS","M"
"Vitaly Yakovlevich Kuznetsov","URS","M"
"Vladimir Vladimirovich Kuznetsov","URS","M"
"Yevgeny Borisovich Kuznetsov","URS","M"
"Yevgeny Vladimirovich Kuznetsov","RUS","M"
"Polina Viktorovna Kuznetsova ","RUS","F"
"Yevgeniya Petrovna Kuznetsova","RUS","F"
"Nataliya Vladimirovna Kuznetsova-Lobanova ","URS","F"
"Nataliya Yuryevna Kuzyutina","RUS","F"
"Manuchar K'virk'velia","GEO","M"
"Eirik Kvalfoss","NOR","M"
"Reidar Osvald Kvammen","NOR","M"
"Illia Olehovych Kvasha","UKR","M"
"Oleg Vladimirovich Kvasha","RUS","M"
"Shota Kveliashvili","URS","M"
"Kornelija Kvesi","YUG","F"
"Petra Kvitov","CZE","F"
"Khatuna Kvrivishvili-Lorig","EUN","F"
"Kwag Hye-Jeong","KOR","F"
"Michelle Wingshan Kwan ","USA","F"
"Maria Jadwiga Kwaniewska ","POL","F"
"Czesaw Kwieciski","POL","M"
"Ernst Kyburz","SUI","M"
"Kye Sun-Hui","PRK","F"
"Vladimr Khos","TCH","M"
"Kaylyn McKenzie Kyle","CAN","F"
"Anne Maria Kyllnen","FIN","F"
"Erik Kynard Jr.","USA","M"
"John Marriott Kynoch","GBR","M"
"Pavlos Kypraios","GRE","M"
"Wilhelm 'Ville' Kyrnen","FIN","M"
"Ioannis Kyrou","GRE","M"
"Olha Oleksandrivna Kyrychenko ","EUN","F"
"Alena Kyselicov ","TCH","F"
"Volodymyr Viktorovych Kyselov","URS","M"
"Pentti Iivari  Kyykoski ","FIN","M"
"Julio Csar La Cruz Peraza","CUB","M"
"Annie Lilian La Fleur ","AUS","F"
"Percy Charles La Fontaine","GBR","M"
"Miguel La Hera Betancourt","CUB","M"
"Francesco La Macchia","ITA","M"
"Risto Juhani Laakkonen","FIN","M"
"Antti Akseli Laaksonen","FIN","M"
"Emma Kriistina Laaksonen-Terho","FIN","F"
"Henri Joseph Gedein Laame","BEL","M"
"Kysti Kalevi Laasonen","FIN","M"
"Fidel LaBarba","USA","M"
"Philip William 'Phil' LaBatte","USA","M"
"Andr Labatut","FRA","M"
"Stephanie Lynn Marie Labb","CAN","F"
"Lloyd Barrington LaBeach","PAN","M"
"Jules Labeu","BEL","M"
"Maurice Labeyrie","FRA","M"
"Charline 'Charlie' Labont","CAN","F"
"Henri Jean LaBorde","USA","M"
"Marion Laborde","FRA","F"
"Yurisel Laborde Duanes","CUB","F"
"Yanelis Yuliet 'Yanely' Labrada Daz","CUB","F"
"Venus Milette Lacey","USA","F"
"mile Henri Lachapelle","SUI","M"
"Karen Vilhelmine Lachmann","DEN","F"
"Vladek Lacina","TCH","M"
